Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;UPZ;Zona;Valor
Apartamento;Apartamento en venta en Santa Barbara;3;4;159;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 960.000.000
Casa;Casa en venta en Fontibon;4;4;155;Fontibon;Fontibon;Fontibon;$ 770.000.000
Apartamento;Apartamento en venta en USAQUEN;3;3;101;USAQUEN;USAQUEN;USAQUEN;$ 460.000.000
Finca;Finca en venta en Barrios Unidos;6;6;8884;Barrios Unidos;Los Andes;Los Andes;$ 1.000.000.000
Casa;Casa en venta en USAQUEN;2;2;82;USAQUEN;USAQUEN;USAQUEN;$ 455.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;48;Barrios Unidos;Los Andes;Los Andes;$ 135.000.000
Casa;Casa en venta en Barrios Unidos;3;4;190;Barrios Unidos;Los Andes;Los Andes;$ 897.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;96;Barrios Unidos;Los Andes;Los Andes;$ 323.100.000
Apartamento;Apartamento en venta en Pontevedra ;3;3;76;Pontevedra ;La Floresta;La Floresta;$ 450.000.000
Apartamento;Apartamento en venta en La Granja;2;2;54;La Granja;Boyaca Real;Boyaca Real;$ 250.000.000
Apartamento;Apartamento en venta en Suba;3;4;235;Suba;Suba;Suba;$ 1.850.000.000
Apartamento;Apartamento en venta en Madelena;2;1;38;Madelena;Arborizadora;Arborizadora;$ 152.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;95;Barrios Unidos;Los Andes;Los Andes;$ 259.100.000
Casa;Casa en venta en Barrios Unidos;3;3;119;Barrios Unidos;Los Andes;Los Andes;$ 407.342.016
Apartamento;Apartamento en venta en Buenos Aires;3;1;50;Buenos Aires;Sosiego;Sosiego;$ 130.000.000
Apartamento;Apartamento en venta en Suba;2;1;40;Suba;Suba;Suba;$ 168.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;3;143;Barrios Unidos;Los Andes;Los Andes;$ 1.246.000.000
Casa;Casa en venta en Barrios Unidos;4;4;144;Barrios Unidos;Los Andes;Los Andes;$ 500.000.000
Apartamento;Apartamento en venta en USAQUEN;3;3;151;USAQUEN;USAQUEN;USAQUEN;$ 670.000.000
Apartamento;Apartamento en venta en Chico Norte;3;4;177;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 2.470.000.128
Casa;Casa en venta en Fontibon;16;6;406;Fontibon;Fontibon;Fontibon;$ 850.000.000
Apartamento;Apartamento en venta en Kennedy;2;2;58;Kennedy;Kennedy Central;Kennedy Central;$ 270.000.000
Apartamento;Apartamento en venta en USAQUEN;2;3;86;USAQUEN;USAQUEN;USAQUEN;$ 665.000.000
Casa;Casa en venta en Barrios Unidos;3;3;104;Barrios Unidos;Los Andes;Los Andes;$ 450.000.000
Apartamento;Apartamento en venta en Suba;3;4;192;Suba;Suba;Suba;$ 1.025.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;51;Barrios Unidos;Los Andes;Los Andes;$ 98.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;4;96;Barrios Unidos;Los Andes;Los Andes;$ 329.000.000
Casa;Casa en venta en Cedritos;2;3;82;Cedritos;USAQUEN;USAQUEN;$ 400.000.000
Casa;Casa en venta en Chapinero;4;4;462;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 5.200.000.000
Apartamento;Apartamento en venta en Villa Alsacia;3;3;70;Villa Alsacia;KENNEDY: Castilla + Bavaria;KENNEDY;$ 340.000.000
Apartamento;Apartamento en venta en Chico Reservado;3;3;208;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.250.000.000
Apartamento;Apartamento en venta en Barrios Unidos;4;3;160;Barrios Unidos;Los Andes;Los Andes;$ 949.100.032
Oficina/Consultorio;Oficina/Consultorio en venta en Santa Barbara;4;4;240;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.250.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;3;156;Barrios Unidos;Los Andes;Los Andes;$ 628.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;4;164;Barrios Unidos;Los Andes;Los Andes;$ 878.200.000
Apartamento;Apartamento en venta en Barrancas;2;2;78;Barrancas;San Cristobal Norte;San Cristobal Norte;$ 425.000.000
Apartamento;Apartamento en venta en USAQUEN;3;3;104;USAQUEN;USAQUEN;USAQUEN;$ 440.000.000
Apartamento;Apartamento en venta en Santa Barbara;1;1;33;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 265.000.000
Apartamento;Apartamento en venta en Villa Alsacia;3;2;61;Villa Alsacia;KENNEDY: Castilla + Bavaria;KENNEDY;$ 240.000.000
Apartamento;Apartamento en venta en Barrios Unidos;1;1;40;Barrios Unidos;Los Andes;Los Andes;$ 315.790.016
Apartamento;Apartamento en venta en Barrios Unidos;3;1;44;Barrios Unidos;Los Andes;Los Andes;$ 105.000.000
Casa;Casa en venta en Nueva Autopista;4;4;280;Nueva Autopista;Los Cedros;Los Cedros;$ 1.000.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;100;Barrios Unidos;Los Andes;Los Andes;$ 358.500.000
Apartamento;Apartamento en venta en Bosa;2;1;48;Bosa;Bosa Central;Bosa Central;$ 120.000.000
Casa;Casa en venta en Puente Aranda;3;3;264;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 650.000.000
Apartamento;Apartamento en venta en Pinar De Suba;3;2;73;Pinar De Suba;Suba;Suba;$ 297.500.000
Apartamento;Apartamento en venta en Suba;3;2;76;Suba;Suba;Suba;$ 300.000.000
Apartamento;Apartamento en venta en Los Rosales;2;2;89;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 560.000.000
Apartamento;Apartamento en venta en Cedritos;2;1;61;Cedritos;USAQUEN;USAQUEN;$ 252.000.000
Apartamento;Apartamento en venta en Suba;3;2;79;Suba;Suba;Suba;$ 345.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;2;80;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 550.000.000
Apartamento;Apartamento en venta en USAQUEN;4;2;72;USAQUEN;USAQUEN;USAQUEN;$ 270.000.000
Casa;Casa en venta en Suba;4;3;135;Suba;Suba;Suba;$ 350.000.000
Casa;Casa en venta en Suba;4;3;135;Suba;Suba;Suba;$ 350.000.000
Casa;Casa en venta en Suba;4;3;135;Suba;Suba;Suba;$ 350.000.000
Apartamento;Apartamento en venta en Suba;3;1;60;Suba;Suba;Suba;$ 142.000.000
Apartamento;Apartamento en venta en Suba;3;2;57;Suba;Suba;Suba;$ 249.500.000
Casa;Casa en venta en Suba;3;3;83;Suba;Suba;Suba;$ 325.000.000
Apartamento;Apartamento en venta en Suba;3;2;66;Suba;Suba;Suba;$ 249.000.000
Apartamento;Apartamento en venta en Suba;3;2;65;Suba;Suba;Suba;$ 298.500.000
Apartamento;Apartamento en venta en El Batan;2;3;88;El Batan;La Alhambra;La Alhambra;$ 400.000.000
Casa;Casa en venta en Teusaquillo;5;3;300;Teusaquillo;Teusaquillo;Teusaquillo;$ 1.330.000.000
Apartamento;Apartamento en venta en Chapinero;3;2;135;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 600.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;49;Barrios Unidos;Los Andes;Los Andes;$ 117.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en Santa Barbara;1;1;116;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.014.570.000
Casa;Casa en venta en Zona Noroccidental;4;1;47;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 185.000.000
Apartamento;Apartamento en venta en Suba;3;2;63;Suba;Suba;Suba;$ 185.000.000
Apartamento;Apartamento en venta en Chico Navarra;4;5;359;Chico Navarra;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.100.000.000
Apartamento;Apartamento en venta en Cedritos;4;3;117;Cedritos;USAQUEN;USAQUEN;$ 470.000.000
Apartamento;Apartamento en venta en Suba;3;3;116;Suba;Suba;Suba;$ 720.000.000
Casa;Casa en venta en Nicolas De Federman;5;4;340;Nicolas De Federman;Teusaquillo;Teusaquillo;$ 2.095.000.064
Apartamento;Apartamento en venta en USAQUEN;1;2;55;USAQUEN;USAQUEN;USAQUEN;$ 360.000.000
Casa;Casa en venta en Santa Barbara;4;5;418;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 3.200.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;69;Barrios Unidos;Los Andes;Los Andes;$ 420.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;56;Barrios Unidos;Los Andes;Los Andes;$ 230.000.000
Casa;Casa en venta en San Cristobal;3;2;69;San Cristobal;Sosiego;Sosiego;$ 233.000.000
Casa;Casa en venta en Barrios Unidos;2;2;75;Barrios Unidos;Los Andes;Los Andes;$ 199.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;60;Barrios Unidos;Los Andes;Los Andes;$ 350.000.000
Apartamento;Apartamento en venta en Pasadena ;2;2;64;Pasadena ;;0;$ 320.000.000
Casa;Casa en venta en Barrios Unidos;3;3;128;Barrios Unidos;Los Andes;Los Andes;$ 311.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;105;Barrios Unidos;Los Andes;Los Andes;$ 380.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;36;Barrios Unidos;Los Andes;Los Andes;$ 100.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;3;88;Barrios Unidos;Los Andes;Los Andes;$ 400.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;56;Barrios Unidos;Los Andes;Los Andes;$ 145.000.000
Apartamento;Apartamento en venta en Barrios Unidos;1;2;70;Barrios Unidos;Los Andes;Los Andes;$ 474.500.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;82;Barrios Unidos;Los Andes;Los Andes;$ 290.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;87;Barrios Unidos;Los Andes;Los Andes;$ 343.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;3;136;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 620.000.000
Apartamento;Apartamento en venta en Barrios Unidos;4;1;60;Barrios Unidos;Los Andes;Los Andes;$ 143.000.000
Apartamento;Apartamento en venta en Castilla;3;2;70;Castilla;KENNEDY: Castilla + Bavaria;KENNEDY;$ 330.000.000
Apartamento;Apartamento en venta en Chapinero Alto;2;2;61;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 430.000.000
Apartamento;Apartamento en venta en Chico Norte;1;2;55;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 400.000.000
Apartamento;Apartamento en venta en Chapinero Alto;3;4;193;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.170.000.000
Apartamento;Apartamento en venta en Los Rosales;3;3;200;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.900.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;125;USAQUEN;USAQUEN;USAQUEN;$ 875.000.000
Apartamento;Apartamento en venta en Chapinero Central;2;2;79;Chapinero Central;CHAPINERO: CENTRAL;CHAPINERO: CENTRAL;$ 366.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;96;USAQUEN;USAQUEN;USAQUEN;$ 980.000.000
Apartamento;Apartamento en venta en Colina Campestre;3;2;93;Colina Campestre;Niza;Niza;$ 478.900.000
Apartamento;Apartamento en venta en Chico Reservado;3;4;328;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 4.300.000.000
Casa;Casa en venta en Teusaquillo;5;3;207;Teusaquillo;Teusaquillo;Teusaquillo;$ 1.000.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;3;81;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 470.000.000
Apartamento;Apartamento en venta en Los Rosales;3;4;200;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.300.000.000
Apartamento;Apartamento en venta en Chico Norte;2;2;83;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 520.000.000
Apartamento;Apartamento en venta en Chapinero;3;3;166;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.200.000.000
Casa;Casa en venta en Chapinero;12;2;769;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 6.160.000.000
Apartamento;Apartamento en venta en Los Rosales;3;2;133;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 870.000.000
Apartamento;Apartamento en venta en Chico Norte;1;2;54;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 420.000.000
Apartamento;Apartamento en venta en Chapinero;3;4;196;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.550.000.000
Casa;Casa en venta en Chapinero;4;5;480;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.500.000.000
Casa;Casa en venta en Chapinero;6;3;1300;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 4.000.000.000
Apartamento;Apartamento en venta en Ricaurte;3;3;121;Ricaurte;La Sabana;La Sabana;$ 340.000.000
Apartamento;Apartamento en venta en Chico Reservado;2;3;105;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 700.000.000
Apartamento;Apartamento en venta en Los Rosales;3;5;174;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.390.000.000
Casa;Casa en venta en Barrios Unidos;4;4;278;Barrios Unidos;Los Andes;Los Andes;$ 998.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;49;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 157.000.000
Casa;Casa en venta en Teusaquillo;11;6;300;Teusaquillo;Teusaquillo;Teusaquillo;$ 1.100.000.000
Apartamento;Apartamento en venta en Teusaquillo;2;2;61;Teusaquillo;Teusaquillo;Teusaquillo;$ 490.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;4;167;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 875.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;63;USAQUEN;USAQUEN;USAQUEN;$ 270.000.000
Casa;Casa en venta en Cedritos;3;3;135;Cedritos;USAQUEN;USAQUEN;$ 610.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;94;USAQUEN;USAQUEN;USAQUEN;$ 450.000.000
Apartamento;Apartamento en venta en USAQUEN;3;3;71;USAQUEN;USAQUEN;USAQUEN;$ 384.500.000
Apartamento;Apartamento en venta en USAQUEN;2;2;91;USAQUEN;USAQUEN;USAQUEN;$ 1.010.000.000
Apartamento;Apartamento en venta en Suba;3;1;59;Suba;Suba;Suba;$ 169.500.000
Apartamento;Apartamento en venta en Suba;2;2;68;Suba;Suba;Suba;$ 275.000.000
Apartamento;Apartamento en venta en Puente Aranda;2;2;77;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 462.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;71;Cedritos;USAQUEN;USAQUEN;$ 394.500.000
Apartamento;Apartamento en venta en Nueva Autopista;1;2;59;Nueva Autopista;Los Cedros;Los Cedros;$ 368.000.000
Apartamento;Apartamento en venta en Teusaquillo;2;2;55;Teusaquillo;Teusaquillo;Teusaquillo;$ 382.000.000
Apartamento;Apartamento en venta en Las Nieves;1;1;35;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 295.000.000
Apartamento;Apartamento en venta en USAQUEN;2;1;39;USAQUEN;USAQUEN;USAQUEN;$ 155.000.000
Apartamento;Apartamento en venta en Suba;3;2;86;Suba;Suba;Suba;$ 404.000.000
Apartamento;Apartamento en venta en Suba;4;4;242;Suba;Suba;Suba;$ 1.250.000.000
Apartamento;Apartamento en venta en Chapinero;1;2;57;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 395.000.000
Apartamento;Apartamento en venta en Suba;3;1;53;Suba;Suba;Suba;$ 205.000.000
Apartamento;Apartamento en venta en Santa Barbara;1;2;66;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 453.500.000
Casa;Casa en venta en Kennedy;3;2;76;Kennedy;Kennedy Central;Kennedy Central;$ 262.000.000
Apartamento;Apartamento en venta en Suba;1;1;43;Suba;Suba;Suba;$ 270.000.000
Apartamento;Apartamento en venta en Suba;1;2;54;Suba;Suba;Suba;$ 420.000.000
Apartamento;Apartamento en venta en Fontibon;3;2;43;Fontibon;Fontibon;Fontibon;$ 162.000.000
Apartamento;Apartamento en venta en USAQUEN;2;1;50;USAQUEN;USAQUEN;USAQUEN;$ 350.000.000
Apartamento;Apartamento en venta en Bella Suiza;2;2;60;Bella Suiza;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 384.000.000
Apartamento;Apartamento en venta en USAQUEN;4;6;307;USAQUEN;USAQUEN;USAQUEN;$ 1.500.000.000
Casa;Casa en venta en Madelena;6;4;306;Madelena;Arborizadora;Arborizadora;$ 650.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;47;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 250.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;62;Cedritos;USAQUEN;USAQUEN;$ 280.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;87;Barrios Unidos;Los Andes;Los Andes;$ 560.000.000
Apartamento;Apartamento en venta en Engativa;3;1;56;Engativa;Engativa;Engativa;$ 200.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en Zona Noroccidental;1;1;490;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.700.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;2;121;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 500.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en La Candelaria;1;1;24;La Candelaria;La Candelaria;La Candelaria;$ 74.300.000
Oficina/Consultorio;Oficina/Consultorio en venta en La Candelaria;3;2;57;La Candelaria;La Candelaria;La Candelaria;$ 144.000.000
Apartamento;Apartamento en venta en Bogota D.C;3;2;68;Bogota D.C;Ciudad Salitre: Occidental;Ciudad Salitre;$ 140.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en La Candelaria;1;2;24;La Candelaria;La Candelaria;La Candelaria;$ 60.000.000
Apartamento;Apartamento en venta en Bella Suiza;3;3;85;Bella Suiza;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 400.000.000
Casa;Casa en venta en Zona Noroccidental;7;4;72;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 320.000.000
Casa;Casa en venta en Zona Noroccidental;5;4;300;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 950.000.000
Apartamento;Apartamento en venta en USAQUEN;4;5;320;USAQUEN;USAQUEN;USAQUEN;$ 1.900.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;221;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.120.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;94;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 550.000.000
Apartamento;Apartamento en venta en Suba;3;2;58;Suba;Suba;Suba;$ 260.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;2;91;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 450.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;75;Cedritos;USAQUEN;USAQUEN;$ 440.000.000
Edificio;Edificio en venta en Villas De Granada;6;3;260;Villas De Granada;Garcés Navas;Garcés Navas;$ 1.350.000.000
Casa;Casa en venta en Engativa;4;2;140;Engativa;Engativa;Engativa;$ 480.000.000
Casa;Casa en venta en Zona Noroccidental;6;3;168;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 568.000.000
Apartamento;Apartamento en venta en Engativa;2;1;47;Engativa;Engativa;Engativa;$ 145.000.000
Edificio;Edificio en venta en Veraguas;9;5;1200;Veraguas;Santa Isabel;Santa Isabel;$ 3.000.000.000
Apartamento;Apartamento en venta en Fontibon;3;1;56;Fontibon;Fontibon;Fontibon;$ 155.000.000
Apartamento;Apartamento en venta en Las Nieves;3;2;67;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 320.000.000
Apartamento;Apartamento en venta en Bosa;3;1;45;Bosa;Bosa Central;Bosa Central;$ 136.000.000
Apartamento;Apartamento en venta en Teusaquillo;3;2;67;Teusaquillo;Teusaquillo;Teusaquillo;$ 395.000.000
Casa;Casa en venta en Kennedy;8;4;120;Kennedy;Kennedy Central;Kennedy Central;$ 860.000.000
Apartamento;Apartamento en venta en El Chico;3;5;277;El Chico;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 2.700.000.000
Apartamento;Apartamento en venta en Quinta Paredes;2;2;72;Quinta Paredes;Teusaquillo;Teusaquillo;$ 390.000.000
Apartamento;Apartamento en venta en Teusaquillo;4;4;237;Teusaquillo;Teusaquillo;Teusaquillo;$ 995.000.000
Apartamento;Apartamento en venta en Metropolis;4;3;91;Metropolis;Las Ferias;Las Ferias;$ 390.000.000
Edificio;Edificio en venta en Restrepo;12;7;365;Restrepo;Restrepo;Restrepo;$ 1.500.000.000
Local;Local en venta en Veraguas;2;1;162;Veraguas;Santa Isabel;Santa Isabel;$ 700.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en Chico Reservado;3;2;67;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 470.000.000
Apartamento;Apartamento en venta en Teusaquillo;4;4;237;Teusaquillo;Teusaquillo;Teusaquillo;$ 995.000.000
Apartamento;Apartamento en venta en Metropolis;4;3;91;Metropolis;Las Ferias;Las Ferias;$ 390.000.000
Edificio;Edificio en venta en Restrepo;12;7;365;Restrepo;Restrepo;Restrepo;$ 1.500.000.000
Local;Local en venta en Veraguas;2;1;162;Veraguas;Santa Isabel;Santa Isabel;$ 700.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en Chico Reservado;3;2;67;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 470.000.000
Apartamento;Apartamento en venta en Rafael Uribe Uribe;3;1;70;Rafael Uribe Uribe;Los Alcazares;Los Alcazares;$ 140.000.000
Edificio;Edificio en venta en Kennedy;13;6;120;Kennedy;Kennedy Central;Kennedy Central;$ 1.700.000.000
Casa;Casa en venta en Barrios Unidos;8;3;290;Barrios Unidos;Los Andes;Los Andes;$ 2.500.000.000
Casa;Casa en venta en Bosque Popular;4;2;150;Bosque Popular;Las Ferias;Las Ferias;$ 750.000.000
Casa;Casa en venta en Madelena;4;3;195;Madelena;Arborizadora;Arborizadora;$ 280.000.000
Apartamento;Apartamento en venta en Fontibon;3;1;44;Fontibon;Fontibon;Fontibon;$ 140.000.000
Casa;Casa en venta en Los Martires;5;6;320;Los Martires;La Sabana;La Sabana;$ 850.000.000
Casa;Casa en venta en Teusaquillo;8;4;550;Teusaquillo;Teusaquillo;Teusaquillo;$ 1.300.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en Las Aguas;1;1;25;Las Aguas;La Candelaria;La Candelaria;$ 90.000.000
Casa;Casa en venta en Santa Fe;10;2;270;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 3.000.000.000
Apartamento;Apartamento en venta en Chico Norte;1;2;57;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 500.000.000
Apartamento;Apartamento en venta en Tunjuelito;2;1;51;Tunjuelito;Tunjuelito;Tunjuelito;$ 120.000.000
Apartamento;Apartamento en venta en El Chico;3;5;277;El Chico;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 2.500.000.000
Casa;Casa en venta en Kennedy;3;3;330;Kennedy;Kennedy Central;Kennedy Central;$ 2.500.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;196;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 998.000.000
